end,val,accn,fy,fp,form,filed,frame,unit,item,fact,cik,start
2011-02-28,1415000.0,0001104659-12-020988,2012,Q3,10-Q,2012-03-26,CY2011Q1,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2010-12-01
2011-05-31,5600000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,CY2010,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2010-06-01
2011-05-31,5615000.0,0001047469-12-007300,2012,FY,10-K,2012-07-19,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2010-06-01
2011-08-31,1500000.0,0001104659-12-065381,2013,Q1,10-Q,2012-09-25,CY2011Q3,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2011-06-01
2011-08-31,1461000.0,0001104659-11-053058,2012,Q1,10-Q,2011-09-23,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2011-06-01
2011-11-30,2900000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2011-06-01
2011-11-30,2945000.0,0001104659-11-070822,2012,Q2,10-Q,2011-12-22,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2011-06-01
2011-11-30,1500000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,CY2011Q4,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2011-09-01
2011-11-30,1484000.0,0001104659-11-070822,2012,Q2,10-Q,2011-12-22,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2011-09-01
2012-02-29,4500000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2011-06-01
2012-02-29,4453000.0,0001104659-12-020988,2012,Q3,10-Q,2012-03-26,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2011-06-01
2012-02-29,1600000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,CY2012Q1,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2011-12-01
2012-02-29,1508000.0,0001104659-12-020988,2012,Q3,10-Q,2012-03-26,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2011-12-01
2012-05-31,5800000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,CY2011,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2011-06-01
2012-05-31,5800000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2011-06-01
2012-05-31,5863000.0,0001047469-12-007300,2012,FY,10-K,2012-07-19,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2011-06-01
2012-08-31,1200000.0,0001104659-13-072128,2014,Q1,10-Q,2013-09-25,CY2012Q3,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2012-06-01
2012-08-31,1200000.0,0001104659-12-065381,2013,Q1,10-Q,2012-09-25,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2012-06-01
2012-11-30,2400000.0,0001104659-13-091455,2014,Q2,10-Q,2013-12-20,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2012-06-01
2012-11-30,2400000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2012-06-01
2012-11-30,1200000.0,0001104659-13-091455,2014,Q2,10-Q,2013-12-20,CY2012Q4,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2012-09-01
2012-11-30,1200000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2012-09-01
2013-02-28,3200000.0,0001104659-14-022511,2014,Q3,10-Q,2014-03-25,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2012-06-01
2013-02-28,3200000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2012-06-01
2013-02-28,800000.0,0001104659-14-022511,2014,Q3,10-Q,2014-03-25,CY2013Q1,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2012-12-01
2013-02-28,800000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2012-12-01
2013-05-31,3200000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,CY2012,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2012-06-01
2013-05-31,3200000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2012-06-01
2013-05-31,3200000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,,USD,InterestOnConvertibleDebtNetOfTax,us-gaap,1750,2012-06-01
2010-05-31,13629000.0,0001047469-12-007300,2012,FY,10-K,2012-07-19,CY2009,USD,InterestPaid,us-gaap,1750,2009-06-01
2010-08-31,3609000.0,0001104659-11-053058,2012,Q1,10-Q,2011-09-23,CY2010Q3,USD,InterestPaid,us-gaap,1750,2010-06-01
2010-11-30,6834000.0,0001104659-11-070822,2012,Q2,10-Q,2011-12-22,,USD,InterestPaid,us-gaap,1750,2010-06-01
2011-02-28,11117000.0,0001104659-12-020988,2012,Q3,10-Q,2012-03-26,,USD,InterestPaid,us-gaap,1750,2010-06-01
2011-05-31,17200000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,CY2010,USD,InterestPaid,us-gaap,1750,2010-06-01
2011-05-31,17167000.0,0001047469-12-007300,2012,FY,10-K,2012-07-19,,USD,InterestPaid,us-gaap,1750,2010-06-01
2011-08-31,3200000.0,0001104659-12-065381,2013,Q1,10-Q,2012-09-25,CY2011Q3,USD,InterestPaid,us-gaap,1750,2011-06-01
2011-08-31,3158000.0,0001104659-11-053058,2012,Q1,10-Q,2011-09-23,,USD,InterestPaid,us-gaap,1750,2011-06-01
2011-11-30,7400000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,,USD,InterestPaid,us-gaap,1750,2011-06-01
2011-11-30,7385000.0,0001104659-11-070822,2012,Q2,10-Q,2011-12-22,,USD,InterestPaid,us-gaap,1750,2011-06-01
2012-02-29,11900000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,,USD,InterestPaid,us-gaap,1750,2011-06-01
2012-02-29,11920000.0,0001104659-12-020988,2012,Q3,10-Q,2012-03-26,,USD,InterestPaid,us-gaap,1750,2011-06-01
2012-05-31,16600000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,CY2011,USD,InterestPaid,us-gaap,1750,2011-06-01
2012-05-31,16600000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,,USD,InterestPaid,us-gaap,1750,2011-06-01
2012-05-31,16566000.0,0001047469-12-007300,2012,FY,10-K,2012-07-19,,USD,InterestPaid,us-gaap,1750,2011-06-01
2012-08-31,10600000.0,0001104659-13-072128,2014,Q1,10-Q,2013-09-25,CY2012Q3,USD,InterestPaid,us-gaap,1750,2012-06-01
2012-08-31,10600000.0,0001104659-12-065381,2013,Q1,10-Q,2012-09-25,,USD,InterestPaid,us-gaap,1750,2012-06-01
2012-11-30,14500000.0,0001104659-13-091455,2014,Q2,10-Q,2013-12-20,,USD,InterestPaid,us-gaap,1750,2012-06-01
2012-11-30,14500000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,,USD,InterestPaid,us-gaap,1750,2012-06-01
2013-02-28,24700000.0,0001104659-14-022511,2014,Q3,10-Q,2014-03-25,,USD,InterestPaid,us-gaap,1750,2012-06-01
2013-02-28,24700000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,,USD,InterestPaid,us-gaap,1750,2012-06-01
2013-05-31,28300000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,CY2012,USD,InterestPaid,us-gaap,1750,2012-06-01
2013-05-31,28300000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,,USD,InterestPaid,us-gaap,1750,2012-06-01
2013-05-31,28300000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,,USD,InterestPaid,us-gaap,1750,2012-06-01
2013-08-31,14000000.0,0001104659-14-067921,2015,Q1,10-Q,2014-09-24,CY2013Q3,USD,InterestPaid,us-gaap,1750,2013-06-01
2013-08-31,14000000.0,0001104659-13-072128,2014,Q1,10-Q,2013-09-25,,USD,InterestPaid,us-gaap,1750,2013-06-01
2013-11-30,17000000.0,0001104659-14-087894,2015,Q2,10-Q,2014-12-19,,USD,InterestPaid,us-gaap,1750,2013-06-01
2013-11-30,17000000.0,0001104659-13-091455,2014,Q2,10-Q,2013-12-20,,USD,InterestPaid,us-gaap,1750,2013-06-01
2014-02-28,30900000.0,0001104659-15-024608,2015,Q3,10-Q,2015-03-31,,USD,InterestPaid,us-gaap,1750,2013-06-01
2014-02-28,30900000.0,0001104659-14-022511,2014,Q3,10-Q,2014-03-25,,USD,InterestPaid,us-gaap,1750,2013-06-01
2014-05-31,33800000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,CY2013,USD,InterestPaid,us-gaap,1750,2013-06-01
2014-05-31,33800000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,,USD,InterestPaid,us-gaap,1750,2013-06-01
2014-05-31,33800000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,,USD,InterestPaid,us-gaap,1750,2013-06-01
2014-08-31,13900000.0,0001104659-15-067241,2016,Q1,10-Q,2015-09-25,CY2014Q3,USD,InterestPaid,us-gaap,1750,2014-06-01
2014-08-31,13900000.0,0001104659-14-067921,2015,Q1,10-Q,2014-09-24,,USD,InterestPaid,us-gaap,1750,2014-06-01
2014-11-30,17300000.0,0001104659-15-085700,2016,Q2,10-Q,2015-12-18,,USD,InterestPaid,us-gaap,1750,2014-06-01
2014-11-30,17300000.0,0001104659-14-087894,2015,Q2,10-Q,2014-12-19,,USD,InterestPaid,us-gaap,1750,2014-06-01
2015-02-28,32100000.0,0001104659-16-107128,2016,Q3,10-Q,2016-03-23,,USD,InterestPaid,us-gaap,1750,2014-06-01
2015-02-28,32100000.0,0001104659-15-024608,2015,Q3,10-Q,2015-03-31,,USD,InterestPaid,us-gaap,1750,2014-06-01
2015-05-31,42700000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,CY2014,USD,InterestPaid,us-gaap,1750,2014-06-01
2015-05-31,42700000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,,USD,InterestPaid,us-gaap,1750,2014-06-01
2015-05-31,42700000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,,USD,InterestPaid,us-gaap,1750,2014-06-01
2015-08-31,1200000.0,0001104659-16-146237,2017,Q1,10-Q,2016-09-23,CY2015Q3,USD,InterestPaid,us-gaap,1750,2015-06-01
2015-08-31,1200000.0,0001104659-15-067241,2016,Q1,10-Q,2015-09-25,,USD,InterestPaid,us-gaap,1750,2015-06-01
2015-11-30,2500000.0,0001104659-16-163391,2017,Q2,10-Q,2016-12-22,,USD,InterestPaid,us-gaap,1750,2015-06-01
2015-11-30,2500000.0,0001104659-15-085700,2016,Q2,10-Q,2015-12-18,,USD,InterestPaid,us-gaap,1750,2015-06-01
2016-02-29,3300000.0,0001104659-17-018555,2017,Q3,10-Q,2017-03-22,,USD,InterestPaid,us-gaap,1750,2015-06-01
2016-02-29,3300000.0,0001104659-16-107128,2016,Q3,10-Q,2016-03-23,,USD,InterestPaid,us-gaap,1750,2015-06-01
2016-05-31,4700000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,CY2015,USD,InterestPaid,us-gaap,1750,2015-06-01
2016-05-31,4700000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,,USD,InterestPaid,us-gaap,1750,2015-06-01
2016-08-31,1000000.0,0001104659-17-058003,2018,Q1,10-Q,2017-09-20,CY2016Q3,USD,InterestPaid,us-gaap,1750,2016-06-01
2016-08-31,1000000.0,0001104659-16-146237,2017,Q1,10-Q,2016-09-23,,USD,InterestPaid,us-gaap,1750,2016-06-01
2016-11-30,2000000.0,0001104659-17-074650,2018,Q2,10-Q,2017-12-22,,USD,InterestPaid,us-gaap,1750,2016-06-01
2016-11-30,2000000.0,0001104659-16-163391,2017,Q2,10-Q,2016-12-22,,USD,InterestPaid,us-gaap,1750,2016-06-01
2017-02-28,3200000.0,0001104659-18-019104,2018,Q3,10-Q,2018-03-21,,USD,InterestPaid,us-gaap,1750,2016-06-01
2017-02-28,3200000.0,0001104659-17-018555,2017,Q3,10-Q,2017-03-22,,USD,InterestPaid,us-gaap,1750,2016-06-01
2017-05-31,4400000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,CY2016,USD,InterestPaid,us-gaap,1750,2016-06-01
2017-08-31,1400000.0,0001104659-17-058003,2018,Q1,10-Q,2017-09-20,CY2017Q3,USD,InterestPaid,us-gaap,1750,2017-06-01
2017-11-30,3000000.0,0001104659-17-074650,2018,Q2,10-Q,2017-12-22,,USD,InterestPaid,us-gaap,1750,2017-06-01
2018-02-28,4900000.0,0001104659-18-019104,2018,Q3,10-Q,2018-03-21,,USD,InterestPaid,us-gaap,1750,2017-06-01
2016-05-31,4700000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,CY2015,USD,InterestPaidNet,us-gaap,1750,2015-06-01
2017-05-31,4400000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,,USD,InterestPaidNet,us-gaap,1750,2016-06-01
2017-05-31,4400000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,CY2016,USD,InterestPaidNet,us-gaap,1750,2016-06-01
2017-08-31,1400000.0,0001104659-18-058911,2019,Q1,10-Q,2018-09-27,CY2017Q3,USD,InterestPaidNet,us-gaap,1750,2017-06-01
2017-11-30,3000000.0,0001104659-18-073842,2019,Q2,10-Q,2018-12-19,,USD,InterestPaidNet,us-gaap,1750,2017-06-01
2018-02-28,4900000.0,0001104659-19-016320,2019,Q3,10-Q,2019-03-20,,USD,InterestPaidNet,us-gaap,1750,2017-06-01
2018-05-31,7200000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,,USD,InterestPaidNet,us-gaap,1750,2017-06-01
2018-05-31,7200000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,,USD,InterestPaidNet,us-gaap,1750,2017-06-01
2018-05-31,7200000.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,CY2017,USD,InterestPaidNet,us-gaap,1750,2017-06-01
2018-08-31,2000000.0,0001104659-18-058911,2019,Q1,10-Q,2018-09-27,,USD,InterestPaidNet,us-gaap,1750,2018-06-01
2018-08-31,2000000.0,0001410578-19-001436,2020,Q1,10-Q,2019-09-26,CY2018Q3,USD,InterestPaidNet,us-gaap,1750,2018-06-01
2018-11-30,4300000.0,0001104659-18-073842,2019,Q2,10-Q,2018-12-19,,USD,InterestPaidNet,us-gaap,1750,2018-06-01
2018-11-30,4300000.0,0001104659-19-074491,2020,Q2,10-Q,2019-12-20,,USD,InterestPaidNet,us-gaap,1750,2018-06-01
2019-02-28,6700000.0,0001104659-19-016320,2019,Q3,10-Q,2019-03-20,,USD,InterestPaidNet,us-gaap,1750,2018-06-01
2019-02-28,6700000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,,USD,InterestPaidNet,us-gaap,1750,2018-06-01
2019-05-31,8800000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,,USD,InterestPaidNet,us-gaap,1750,2018-06-01
2019-05-31,8800000.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,,USD,InterestPaidNet,us-gaap,1750,2018-06-01
2019-05-31,8800000.0,0001104659-21-094125,2021,FY,10-K,2021-07-21,CY2018,USD,InterestPaidNet,us-gaap,1750,2018-06-01
2019-08-31,1900000.0,0001410578-19-001436,2020,Q1,10-Q,2019-09-26,,USD,InterestPaidNet,us-gaap,1750,2019-06-01
2019-08-31,1900000.0,0001104659-20-108360,2021,Q1,10-Q,2020-09-24,CY2019Q3,USD,InterestPaidNet,us-gaap,1750,2019-06-01
2019-11-30,3800000.0,0001104659-19-074491,2020,Q2,10-Q,2019-12-20,,USD,InterestPaidNet,us-gaap,1750,2019-06-01
2019-11-30,3800000.0,0001104659-20-137498,2021,Q2,10-Q,2020-12-18,,USD,InterestPaidNet,us-gaap,1750,2019-06-01
2020-02-29,6000000.0,0001104659-20-037857,2020,Q3,10-Q,2020-03-25,,USD,InterestPaidNet,us-gaap,1750,2019-06-01
2020-02-29,6000000.0,0001104659-21-040394,2021,Q3,10-Q,2021-03-23,,USD,InterestPaidNet,us-gaap,1750,2019-06-01
2020-05-31,8600000.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,,USD,InterestPaidNet,us-gaap,1750,2019-06-01
2020-05-31,8600000.0,0001104659-21-094125,2021,FY,10-K,2021-07-21,,USD,InterestPaidNet,us-gaap,1750,2019-06-01
2020-05-31,8600000.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,CY2019,USD,InterestPaidNet,us-gaap,1750,2019-06-01
2020-08-31,1600000.0,0001104659-20-108360,2021,Q1,10-Q,2020-09-24,,USD,InterestPaidNet,us-gaap,1750,2020-06-01
2020-08-31,1600000.0,0001104659-21-118843,2022,Q1,10-Q,2021-09-23,CY2020Q3,USD,InterestPaidNet,us-gaap,1750,2020-06-01
2020-11-30,2600000.0,0001104659-20-137498,2021,Q2,10-Q,2020-12-18,,USD,InterestPaidNet,us-gaap,1750,2020-06-01
2020-11-30,2600000.0,0001104659-21-152249,2022,Q2,10-Q,2021-12-21,,USD,InterestPaidNet,us-gaap,1750,2020-06-01
2021-02-28,3600000.0,0001104659-21-040394,2021,Q3,10-Q,2021-03-23,,USD,InterestPaidNet,us-gaap,1750,2020-06-01
2021-02-28,3600000.0,0001104659-22-036639,2022,Q3,10-Q,2022-03-22,,USD,InterestPaidNet,us-gaap,1750,2020-06-01
2021-05-31,4300000.0,0001104659-21-094125,2021,FY,10-K,2021-07-21,,USD,InterestPaidNet,us-gaap,1750,2020-06-01
2021-05-31,4300000.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,,USD,InterestPaidNet,us-gaap,1750,2020-06-01
2021-05-31,4300000.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2020,USD,InterestPaidNet,us-gaap,1750,2020-06-01
2021-08-31,300000.0,0001104659-21-118843,2022,Q1,10-Q,2021-09-23,,USD,InterestPaidNet,us-gaap,1750,2021-06-01
2021-08-31,300000.0,0001104659-22-102374,2023,Q1,10-Q,2022-09-22,CY2021Q3,USD,InterestPaidNet,us-gaap,1750,2021-06-01
2021-11-30,700000.0,0001104659-21-152249,2022,Q2,10-Q,2021-12-21,,USD,InterestPaidNet,us-gaap,1750,2021-06-01
2021-11-30,700000.0,0001104659-22-128706,2023,Q2,10-Q,2022-12-20,,USD,InterestPaidNet,us-gaap,1750,2021-06-01
2022-02-28,1000000.0,0001104659-22-036639,2022,Q3,10-Q,2022-03-22,,USD,InterestPaidNet,us-gaap,1750,2021-06-01
2022-02-28,1000000.0,0001104659-23-035153,2023,Q3,10-Q,2023-03-21,,USD,InterestPaidNet,us-gaap,1750,2021-06-01
2022-05-31,2100000.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,,USD,InterestPaidNet,us-gaap,1750,2021-06-01
2022-05-31,2100000.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2021,USD,InterestPaidNet,us-gaap,1750,2021-06-01
2022-08-31,800000.0,0001104659-22-102374,2023,Q1,10-Q,2022-09-22,,USD,InterestPaidNet,us-gaap,1750,2022-06-01
2022-08-31,800000.0,0001104659-23-103944,2023,Q1,10-Q,2023-09-26,CY2022Q3,USD,InterestPaidNet,us-gaap,1750,2022-06-01
2022-11-30,2600000.0,0001104659-22-128706,2023,Q2,10-Q,2022-12-20,,USD,InterestPaidNet,us-gaap,1750,2022-06-01
2022-11-30,2600000.0,0001104659-23-128321,2024,Q2,10-Q,2023-12-21,,USD,InterestPaidNet,us-gaap,1750,2022-06-01
2023-02-28,6300000.0,0001104659-23-035153,2023,Q3,10-Q,2023-03-21,,USD,InterestPaidNet,us-gaap,1750,2022-06-01
2023-02-28,6300000.0,0001104659-24-037408,2024,Q3,10-Q,2024-03-21,,USD,InterestPaidNet,us-gaap,1750,2022-06-01
2023-05-31,11100000.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2022,USD,InterestPaidNet,us-gaap,1750,2022-06-01
2023-08-31,5300000.0,0001104659-23-103944,2023,Q1,10-Q,2023-09-26,CY2023Q3,USD,InterestPaidNet,us-gaap,1750,2023-06-01
2023-11-30,11500000.0,0001104659-23-128321,2024,Q2,10-Q,2023-12-21,,USD,InterestPaidNet,us-gaap,1750,2023-06-01
2024-02-29,17200000.0,0001104659-24-037408,2024,Q3,10-Q,2024-03-21,,USD,InterestPaidNet,us-gaap,1750,2023-06-01
2011-05-31,250360000.0,0001104659-11-053058,2012,Q1,10-Q,2011-09-23,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2011-05-31,250360000.0,0001104659-11-070822,2012,Q2,10-Q,2011-12-22,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2011-05-31,250360000.0,0001104659-12-020988,2012,Q3,10-Q,2012-03-26,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2011-05-31,250360000.0,0001047469-12-007300,2012,FY,10-K,2012-07-19,CY2011Q2I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2011-08-31,277774000.0,0001104659-11-053058,2012,Q1,10-Q,2011-09-23,CY2011Q3I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2011-11-30,298496000.0,0001104659-11-070822,2012,Q2,10-Q,2011-12-22,CY2011Q4I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2012-02-29,304755000.0,0001104659-12-020988,2012,Q3,10-Q,2012-03-26,CY2012Q1I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2012-05-31,295227000.0,0001047469-12-007300,2012,FY,10-K,2012-07-19,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2012-05-31,295200000.0,0001104659-12-065381,2013,Q1,10-Q,2012-09-25,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2012-05-31,295200000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2012-05-31,295200000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2012-05-31,295200000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,CY2012Q2I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2012-08-31,292300000.0,0001104659-12-065381,2013,Q1,10-Q,2012-09-25,CY2012Q3I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2012-11-30,301700000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,CY2012Q4I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2013-02-28,306400000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,CY2013Q1I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2013-05-31,285800000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2013-05-31,285800000.0,0001104659-13-072128,2014,Q1,10-Q,2013-09-25,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2013-05-31,285800000.0,0001104659-13-091455,2014,Q2,10-Q,2013-12-20,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2013-05-31,285800000.0,0001104659-14-022511,2014,Q3,10-Q,2014-03-25,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2013-05-31,285800000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,CY2013Q2I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2013-08-31,304300000.0,0001104659-13-072128,2014,Q1,10-Q,2013-09-25,CY2013Q3I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2013-11-30,285700000.0,0001104659-13-091455,2014,Q2,10-Q,2013-12-20,CY2013Q4I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2014-02-28,308100000.0,0001104659-14-022511,2014,Q3,10-Q,2014-03-25,CY2014Q1I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2014-05-31,323700000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2014-05-31,297300000.0,0001104659-14-067921,2015,Q1,10-Q,2014-09-24,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2014-05-31,297300000.0,0001104659-14-087894,2015,Q2,10-Q,2014-12-19,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2014-05-31,297300000.0,0001104659-15-024608,2015,Q3,10-Q,2015-03-31,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2014-05-31,297300000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,CY2014Q2I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2014-08-31,329800000.0,0001104659-14-067921,2015,Q1,10-Q,2014-09-24,CY2014Q3I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2014-11-30,340600000.0,0001104659-14-087894,2015,Q2,10-Q,2014-12-19,CY2014Q4I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2015-02-28,359600000.0,0001104659-15-024608,2015,Q3,10-Q,2015-03-31,CY2015Q1I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2015-05-31,337000000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2015-05-31,337000000.0,0001104659-15-067241,2016,Q1,10-Q,2015-09-25,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2015-05-31,337000000.0,0001104659-15-085700,2016,Q2,10-Q,2015-12-18,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2015-05-31,337000000.0,0001104659-16-107128,2016,Q3,10-Q,2016-03-23,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2015-05-31,337000000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,CY2015Q2I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2015-08-31,363100000.0,0001104659-15-067241,2016,Q1,10-Q,2015-09-25,CY2015Q3I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2015-11-30,365300000.0,0001104659-15-085700,2016,Q2,10-Q,2015-12-18,CY2015Q4I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2016-02-29,380100000.0,0001104659-16-107128,2016,Q3,10-Q,2016-03-23,CY2016Q1I,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2016-05-31,365500000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2016-05-31,366600000.0,0001104659-16-146237,2017,Q1,10-Q,2016-09-23,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2016-05-31,366600000.0,0001104659-16-163391,2017,Q2,10-Q,2016-12-22,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
2016-05-31,366600000.0,0001104659-17-018555,2017,Q3,10-Q,2017-03-22,,USD,InventoryFinishedGoodsNetOfReserves,us-gaap,1750,
